ID,username,mail,street,language,PLZ
1207,Courgenay_admin,mail_courgenay@jura.ch,Usterstrasse 52,FR,2950
1208,Cornol_admin,mail_cornol@jura.ch,Werdstrasse 38,DE,2952
1209,Fregiécourt_admin,mail_fregiécourt@jura.ch,Dufourstrasse 78,FR,2953
1210,Pleujouse_admin,mail_pleujouse@jura.ch,Marktgasse 12,FR,2953
1211,Asuel_admin,mail_asuel@jura.ch,Poststrasse 91,IT,2954
1212,Bern_admin,mail_bern@bern.ch,Bahnhofstrasse 98,DE,3000
1213,Hinterkappelen_admin,mail_hinterkappelen@bern.ch,Marktplatz 56,DE,3032
1214,Wohlen_b. Bern_admin,mail_wohlen_b. bern@bern.ch,Zürcherstrasse 72,FR,3033
1215,Murzelen_admin,mail_murzelen@bern.ch,Industriestrasse 68,DE,3034
1216,Frieswil_admin,mail_frieswil@bern.ch,Bahnhofstrasse 11,DE,3035
1217,Detligen_admin,mail_detligen@bern.ch,Bärenplatz 84,FR,3036
1218,Herrenschwanden_admin,mail_herrenschwanden@bern.ch,Rue de la Croix-Rouge 43,IT,3037
1219,Kirchlindach_admin,mail_kirchlindach@bern.ch,Industriestrasse 39,DE,3038
1220,Ortschwaben_admin,mail_ortschwaben@bern.ch,Winkelriedstrasse 59,IT,3042
1221,Uettligen_admin,mail_uettligen@bern.ch,Via Trevano 21,IT,3043
1222,Innerberg_admin,mail_innerberg@bern.ch,Marktplatz 38,DE,3044
1223,Meikirch_admin,mail_meikirch@bern.ch,Industriestrasse 41,IT,3045
1224,Wahlendorf_admin,mail_wahlendorf@bern.ch,Poststrasse 84,DE,3046
1225,Bremgarten_b. Bern_admin,mail_bremgarten_b. bern@bern.ch,Morgartenstrasse 96,DE,3047
1226,Worblaufen_admin,mail_worblaufen@bern.ch,Usterstrasse 90,IT,3048
1227,Säriswil_admin,mail_säriswil@bern.ch,Rue de la Croix-Rouge 29,IT,3049
1228,Zollikofen_admin,mail_zollikofen@bern.ch,Via Trevano 41,FR,3052
1229,Deisswil_b. Münchenbuchsee_admin,mail_deisswil_b. münchenbuchsee@bern.ch,Zürcherstrasse 81,IT,3053
1230,Diemerswil_admin,mail_diemerswil@bern.ch,Usterstrasse 58,IT,3053
1231,Wiggiswil_admin,mail_wiggiswil@bern.ch,Rue de l'hôpital 21,DE,3053
1232,Lätti_admin,mail_lätti@bern.ch,Bärenplatz 94,DE,3053
1233,Münchenbuchsee_admin,mail_münchenbuchsee@bern.ch,Industriestrasse 28,FR,3053
1234,Schüpfen_admin,mail_schüpfen@bern.ch,Via Trevano 37,IT,3054
1235,Ittigen_admin,mail_ittigen@bern.ch,Tellstrasse 90,DE,3063
1236,Bolligen_admin,mail_bolligen@bern.ch,Marktgasse 89,DE,3065
1237,Stettlen_admin,mail_stettlen@bern.ch,Bahnhofstrasse 76,DE,3066
1238,Boll_admin,mail_boll@bern.ch,Rue du Château 66,DE,3067
1239,Utzigen_admin,mail_utzigen@bern.ch,Zürcherstrasse 84,DE,3068
1240,Ostermundigen_admin,mail_ostermundigen@bern.ch,Bärenplatz 52,DE,3072
1241,Gümligen_admin,mail_gümligen@bern.ch,Place de l'hôtel 25,FR,3073
1242,Muri_b. Bern_admin,mail_muri_b. bern@bern.ch,Dufourstrasse 37,DE,3074
1243,Rüfenacht_BE_admin,mail_rüfenacht_be@bern.ch,Winkelriedstrasse 28,IT,3075
1244,Worb_admin,mail_worb@bern.ch,Marktgasse 88,FR,3076
1245,Enggistein_admin,mail_enggistein@bern.ch,Werdstrasse 74,FR,3077
1246,Richigen_admin,mail_richigen@bern.ch,Poststrasse 47,IT,3078
1247,Schlosswil_admin,mail_schlosswil@bern.ch,Winkelriedstrasse 41,IT,3082
1248,Trimstein_admin,mail_trimstein@bern.ch,Rue de l'hôpital 9,IT,3083
1249,Wabern_admin,mail_wabern@bern.ch,Tellstrasse 55,DE,3084
1250,Englisberg_admin,mail_englisberg@bern.ch,Usterstrasse 78,IT,3086
1251,Zimmerwald_admin,mail_zimmerwald@bern.ch,Bärenplatz 48,DE,3086
1252,Niedermuhlern_admin,mail_niedermuhlern@bern.ch,Rue du Château 3,IT,3087
1253,Oberbütschel_admin,mail_oberbütschel@bern.ch,Poststrasse 67,IT,3088
1254,Rüeggisberg_admin,mail_rüeggisberg@bern.ch,Dufourstrasse 90,IT,3088
1255,Hinterfultigen_admin,mail_hinterfultigen@bern.ch,Hirschengraben 67,IT,3089
1256,Spiegel_b. Bern_admin,mail_spiegel_b. bern@bern.ch,Industriestrasse 78,IT,3095
1257,Oberbalm_admin,mail_oberbalm@bern.ch,Bärenplatz 54,DE,3096
1258,Liebefeld_admin,mail_liebefeld@bern.ch,Werdstrasse 38,IT,3097
1259,Köniz_admin,mail_köniz@bern.ch,Usterstrasse 67,IT,3098
1260,Schliern_b. Köniz_admin,mail_schliern_b. köniz@bern.ch,Marktplatz 93,FR,3098
1261,Rüti_b. Riggisberg_admin,mail_rüti_b. riggisberg@bern.ch,Winkelriedstrasse 61,IT,3099
1262,Münsingen_admin,mail_münsingen@bern.ch,Zürcherstrasse 63,DE,3110
1263,Tägertschi_admin,mail_tägertschi@bern.ch,Rue du Château 41,FR,3111
1264,Allmendingen_b. Bern_admin,mail_allmendingen_b. bern@bern.ch,Dufourstrasse 7,FR,3112
1265,Rubigen_admin,mail_rubigen@bern.ch,Hirschengraben 58,IT,3113
1266,Wichtrach_admin,mail_wichtrach@bern.ch,Morgartenstrasse 88,FR,3114
1267,Gerzensee_admin,mail_gerzensee@bern.ch,Winkelriedstrasse 50,FR,3115
1268,Mühledorf_BE_admin,mail_mühledorf_be@bern.ch,Morgartenstrasse 15,DE,3116
1269,Noflen_BE_admin,mail_noflen_be@bern.ch,Usterstrasse 1,DE,3116
1270,Kirchdorf_BE_admin,mail_kirchdorf_be@bern.ch,Hirschengraben 31,DE,3116
1271,Kehrsatz_admin,mail_kehrsatz@bern.ch,Zürcherstrasse 100,FR,3122
1272,Belp_admin,mail_belp@bern.ch,Zürcherstrasse 11,IT,3123
1273,Belpberg_admin,mail_belpberg@bern.ch,Morgartenstrasse 74,FR,3124
1274,Toffen_admin,mail_toffen@bern.ch,Marktgasse 88,IT,3125
1275,Gelterfingen_admin,mail_gelterfingen@bern.ch,Bärenplatz 85,FR,3126
1276,Kaufdorf_admin,mail_kaufdorf@bern.ch,Marktgasse 91,DE,3126
1277,Lohnstorf_admin,mail_lohnstorf@bern.ch,Bahnhofstrasse 43,DE,3127
1278,Mühlethurnen_admin,mail_mühlethurnen@bern.ch,Dufourstrasse 33,DE,3127
1279,Kirchenthurnen_admin,mail_kirchenthurnen@bern.ch,Winkelriedstrasse 13,FR,3128
1280,Rümligen_admin,mail_rümligen@bern.ch,Dufourstrasse 83,IT,3128
1281,Riggisberg_admin,mail_riggisberg@bern.ch,Marktgasse 5,FR,3132
1282,Gasel_admin,mail_gasel@bern.ch,Dufourstrasse 70,IT,3144
1283,Niederscherli_admin,mail_niederscherli@bern.ch,Winkelriedstrasse 69,DE,3145
1284,Mittelhäusern_admin,mail_mittelhäusern@bern.ch,Marktgasse 76,DE,3147
1285,Lanzenhäusern_admin,mail_lanzenhäusern@bern.ch,Marktplatz 12,IT,3148
1286,Schwarzenburg_admin,mail_schwarzenburg@bern.ch,Tellstrasse 18,IT,3150
1287,Mamishaus_admin,mail_mamishaus@bern.ch,Rue de l'hôpital 41,DE,3152
1288,Rüschegg_Gambach_admin,mail_rüschegg_gambach@bern.ch,Tellstrasse 53,IT,3153
1289,Rüschegg_Heubach_admin,mail_rüschegg_heubach@bern.ch,Poststrasse 58,DE,3154
1290,Helgisried-Rohrbach_admin,mail_helgisried-rohrbach@bern.ch,Poststrasse 40,IT,3155
1291,Riffenmatt_admin,mail_riffenmatt@bern.ch,Poststrasse 5,FR,3156
1292,Milken_admin,mail_milken@bern.ch,Marktplatz 71,DE,3157
1293,Guggisberg_admin,mail_guggisberg@bern.ch,Rue du Château 50,DE,3158
1294,Riedstätt_admin,mail_riedstätt@bern.ch,Bahnhofstrasse 21,FR,3159
1295,Niederwangen_b. Bern_admin,mail_niederwangen_b. bern@bern.ch,Marktgasse 9,FR,3172
1296,Oberwangen_b. Bern_admin,mail_oberwangen_b. bern@bern.ch,Dufourstrasse 18,DE,3173
1297,Thörishaus_admin,mail_thörishaus@bern.ch,Poststrasse 88,IT,3174
1298,Flamatt_admin,mail_flamatt@freiburg.ch,Winkelriedstrasse 52,FR,3175
1299,Neuenegg_admin,mail_neuenegg@bern.ch,Marktgasse 49,IT,3176
1300,Laupen_BE_admin,mail_laupen_be@bern.ch,Industriestrasse 38,IT,3177
1301,Bösingen_admin,mail_bösingen@freiburg.ch,Morgartenstrasse 88,DE,3178
1302,Kriechenwil_admin,mail_kriechenwil@bern.ch,Rue du Château 20,IT,3179
1303,Ueberstorf_admin,mail_ueberstorf@freiburg.ch,Winkelriedstrasse 46,FR,3182
1304,Albligen_admin,mail_albligen@bern.ch,Zürcherstrasse 30,DE,3183
1305,Wünnewil_admin,mail_wünnewil@freiburg.ch,Place de l'hôtel 80,IT,3184
1306,Schmitten_FR_admin,mail_schmitten_fr@freiburg.ch,Dufourstrasse 35,FR,3185
1307,Düdingen_admin,mail_düdingen@freiburg.ch,Tellstrasse 67,DE,3186
1308,Frauenkappelen_admin,mail_frauenkappelen@bern.ch,Via Trevano 16,FR,3202
1309,Mühleberg_admin,mail_mühleberg@bern.ch,Industriestrasse 64,IT,3203
1310,Rosshäusern_admin,mail_rosshäusern@bern.ch,Industriestrasse 41,DE,3204
1311,Gümmenen_admin,mail_gümmenen@bern.ch,Bärenplatz 58,FR,3205
1312,Rizenbach_admin,mail_rizenbach@bern.ch,Marktplatz 43,FR,3206
1313,Ferenbalm_admin,mail_ferenbalm@bern.ch,Hirschengraben 24,FR,3206
1314,Biberen_admin,mail_biberen@bern.ch,Dufourstrasse 25,FR,3206
1315,Gammen_admin,mail_gammen@bern.ch,Poststrasse 91,IT,3206
1316,Wallenbuch_admin,mail_wallenbuch@freiburg.ch,Tellstrasse 54,FR,3206
1317,Wileroltigen_admin,mail_wileroltigen@bern.ch,Rue de la Croix-Rouge 95,IT,3207
1318,Golaten_admin,mail_golaten@bern.ch,Tellstrasse 85,FR,3207
1319,Gurbrü_admin,mail_gurbrü@bern.ch,Bahnhofstrasse 50,FR,3208
1320,Kerzers_admin,mail_kerzers@freiburg.ch,Zürcherstrasse 80,DE,3210
1321,Kleingurmels_admin,mail_kleingurmels@freiburg.ch,Tellstrasse 19,DE,3212
1322,Gurmels_admin,mail_gurmels@freiburg.ch,Bahnhofstrasse 37,DE,3212
1323,Liebistorf_admin,mail_liebistorf@freiburg.ch,Rue de la Croix-Rouge 86,IT,3213
1324,Kleinbösingen_admin,mail_kleinbösingen@freiburg.ch,Place de l'hôtel 81,IT,3213
1325,Ulmiz_admin,mail_ulmiz@freiburg.ch,Werdstrasse 31,IT,3214
1326,Gempenach_admin,mail_gempenach@freiburg.ch,Rue de l'hôpital 22,IT,3215
1327,Büchslen_admin,mail_büchslen@freiburg.ch,Bahnhofstrasse 45,IT,3215
1328,Lurtigen_admin,mail_lurtigen@freiburg.ch,Winkelriedstrasse 70,FR,3215
1329,Agriswil_admin,mail_agriswil@freiburg.ch,Poststrasse 70,IT,3216
1330,Ried_b. Kerzers_admin,mail_ried_b. kerzers@freiburg.ch,Place de l'hôtel 7,IT,3216
1331,Müntschemier_admin,mail_müntschemier@bern.ch,Dufourstrasse 20,FR,3225
1332,Treiten_admin,mail_treiten@bern.ch,Bärenplatz 28,DE,3226
1333,Ins_admin,mail_ins@bern.ch,Tellstrasse 18,IT,3232
1334,Tschugg_admin,mail_tschugg@bern.ch,Werdstrasse 26,IT,3233
1335,Vinelz_admin,mail_vinelz@bern.ch,Rue de l'hôpital 94,FR,3234
1336,Erlach_admin,mail_erlach@bern.ch,Poststrasse 100,DE,3235
1337,Gampelen_admin,mail_gampelen@bern.ch,Morgartenstrasse 20,FR,3236
1338,Brüttelen_admin,mail_brüttelen@bern.ch,Via Trevano 56,FR,3237
1339,Gals_admin,mail_gals@bern.ch,Via Trevano 22,IT,3238
1340,Lyss_admin,mail_lyss@bern.ch,Hirschengraben 51,IT,3250
1341,Ruppoldsried_admin,mail_ruppoldsried@bern.ch,Marktplatz 94,FR,3251
1342,Wengi_b. Büren_admin,mail_wengi_b. büren@bern.ch,Winkelriedstrasse 45,DE,3251
1343,Worben_admin,mail_worben@bern.ch,Usterstrasse 89,FR,3252
1344,Schnottwil_admin,mail_schnottwil@solothurn.ch,Marktplatz 7,IT,3253
1345,Balm_b. Messen_admin,mail_balm_b. messen@solothurn.ch,Zürcherstrasse 59,DE,3254
1346,Messen_admin,mail_messen@solothurn.ch,Zürcherstrasse 4,DE,3254
1347,Rapperswil_BE_admin,mail_rapperswil_be@bern.ch,Werdstrasse 39,DE,3255
1348,Dieterswil_admin,mail_dieterswil@bern.ch,Rue du Château 69,IT,3256
1349,Bangerten_b. Dieterswil_admin,mail_bangerten_b. dieterswil@bern.ch,Zürcherstrasse 18,FR,3256
1350,Seewil_admin,mail_seewil@bern.ch,Hirschengraben 5,IT,3256
1351,Ammerzwil_BE_admin,mail_ammerzwil_be@bern.ch,Marktgasse 3,FR,3257
1352,Grossaffoltern_admin,mail_grossaffoltern@bern.ch,Tellstrasse 7,FR,3257
1353,Suberg_admin,mail_suberg@bern.ch,Werdstrasse 10,FR,3262
1354,Büetigen_admin,mail_büetigen@bern.ch,Morgartenstrasse 9,IT,3263
1355,Diessbach_b. Büren_admin,mail_diessbach_b. büren@bern.ch,Werdstrasse 55,DE,3264
1356,Wiler_b. Seedorf_admin,mail_wiler_b. seedorf@bern.ch,Piazza Riforma 46,DE,3266
1357,Seedorf_BE_admin,mail_seedorf_be@bern.ch,Rue de la Croix-Rouge 91,DE,3267
1358,Lobsigen_admin,mail_lobsigen@bern.ch,Rue de l'hôpital 62,IT,3268
1359,Aarberg_admin,mail_aarberg@bern.ch,Usterstrasse 8,DE,3270
1360,Radelfingen_b. Aarberg_admin,mail_radelfingen_b. aarberg@bern.ch,Industriestrasse 30,IT,3271
1361,Epsach_admin,mail_epsach@bern.ch,Piazza Riforma 68,IT,3272
1362,Walperswil_admin,mail_walperswil@bern.ch,Dufourstrasse 30,DE,3272
1363,Kappelen_admin,mail_kappelen@bern.ch,Bahnhofstrasse 1,DE,3273
1364,Hermrigen_admin,mail_hermrigen@bern.ch,Via Trevano 95,FR,3274
1365,Bühl_b. Aarberg_admin,mail_bühl_b. aarberg@bern.ch,Place de l'hôtel 89,FR,3274
1366,Merzligen_admin,mail_merzligen@bern.ch,Werdstrasse 75,DE,3274
1367,Meyriez_admin,mail_meyriez@freiburg.ch,Bärenplatz 3,FR,3280
1368,Greng_admin,mail_greng@freiburg.ch,Dufourstrasse 23,DE,3280
1369,Murten_admin,mail_murten@freiburg.ch,Piazza Riforma 3,FR,3280
1370,Bargen_BE_admin,mail_bargen_be@bern.ch,Rue du Château 30,FR,3282
1371,Niederried_b. Kallnach_admin,mail_niederried_b. kallnach@bern.ch,Bärenplatz 85,IT,3283
1372,Kallnach_admin,mail_kallnach@bern.ch,Dufourstrasse 90,DE,3283
1373,Fräschels_admin,mail_fräschels@freiburg.ch,Usterstrasse 75,FR,3284
1374,Galmiz_admin,mail_galmiz@freiburg.ch,Bahnhofstrasse 22,IT,3285
1375,Muntelier_admin,mail_muntelier@freiburg.ch,Place de l'hôtel 45,IT,3286
1376,Busswil_b. Büren_admin,mail_busswil_b. büren@bern.ch,Usterstrasse 97,IT,3292
1377,Dotzigen_admin,mail_dotzigen@bern.ch,Dufourstrasse 73,DE,3293
1378,Meienried_admin,mail_meienried@bern.ch,Place de l'hôtel 64,IT,3294
1379,Büren_an der Aare_admin,mail_büren_an der aare@bern.ch,Bahnhofstrasse 37,FR,3294
1380,Rüti_b. Büren_admin,mail_rüti_b. büren@bern.ch,Bahnhofstrasse 39,DE,3295
1381,Arch_admin,mail_arch@bern.ch,Tellstrasse 6,DE,3296
1382,Leuzigen_admin,mail_leuzigen@bern.ch,Morgartenstrasse 94,DE,3297
1383,Oberwil_b. Büren_admin,mail_oberwil_b. büren@bern.ch,Marktplatz 36,IT,3298
1384,Moosseedorf_admin,mail_moosseedorf@bern.ch,Poststrasse 98,DE,3302
1385,Zuzwil_BE_admin,mail_zuzwil_be@bern.ch,Rue de la Croix-Rouge 31,IT,3303
1386,Ballmoos_admin,mail_ballmoos@bern.ch,Poststrasse 16,DE,3303
1387,Münchringen_admin,mail_münchringen@bern.ch,Place de l'hôtel 3,FR,3303
1388,Jegenstorf_admin,mail_jegenstorf@bern.ch,Piazza Riforma 11,DE,3303
1389,Iffwil_admin,mail_iffwil@bern.ch,Usterstrasse 16,FR,3305
1390,Scheunen_admin,mail_scheunen@bern.ch,Winkelriedstrasse 98,FR,3305
1391,Etzelkofen_admin,mail_etzelkofen@bern.ch,Bärenplatz 74,FR,3306
1392,Brunnenthal_admin,mail_brunnenthal@solothurn.ch,Bahnhofstrasse 48,DE,3307
1393,Grafenried_admin,mail_grafenried@bern.ch,Tellstrasse 84,IT,3308
1394,Kernenried_admin,mail_kernenried@bern.ch,Tellstrasse 78,DE,3309
1395,Zauggenried_admin,mail_zauggenried@bern.ch,Rue de la Croix-Rouge 17,FR,3309
1396,Fraubrunnen_admin,mail_fraubrunnen@bern.ch,Rue du Château 15,IT,3312
1397,Büren_zum Hof_admin,mail_büren_zum hof@bern.ch,Morgartenstrasse 48,DE,3313
1398,Schalunen_admin,mail_schalunen@bern.ch,Piazza Riforma 88,IT,3314
1399,Kräiligen_admin,mail_kräiligen@bern.ch,Marktplatz 4,FR,3315
1400,Bätterkinden_admin,mail_bätterkinden@bern.ch,Dufourstrasse 58,FR,3315
1401,Limpach_admin,mail_limpach@bern.ch,Bärenplatz 31,DE,3317
1402,Mülchi_admin,mail_mülchi@bern.ch,Usterstrasse 81,IT,3317
1403,Mattstetten_admin,mail_mattstetten@bern.ch,Werdstrasse 5,DE,3322
1404,Urtenen-Schönbühl_admin,mail_urtenen-schönbühl@bern.ch,Morgartenstrasse 59,FR,3322
1405,Bäriswil_BE_admin,mail_bäriswil_be@bern.ch,Dufourstrasse 95,FR,3323
1406,Mötschwil_admin,mail_mötschwil@bern.ch,Hirschengraben 98,FR,3324
1407,Hindelbank_admin,mail_hindelbank@bern.ch,Bahnhofstrasse 96,FR,3324
1408,Hettiswil_b. Hindelbank_admin,mail_hettiswil_b. hindelbank@bern.ch,Poststrasse 25,FR,3325
1409,Krauchthal_admin,mail_krauchthal@bern.ch,Bärenplatz 97,IT,3326
1410,Herzogenbuchsee_admin,mail_herzogenbuchsee@bern.ch,Zürcherstrasse 90,FR,3360
1411,Niederönz_admin,mail_niederönz@bern.ch,Place de l'hôtel 53,IT,3362
1412,Oberönz_admin,mail_oberönz@bern.ch,Zürcherstrasse 21,DE,3363
1413,Seeberg_admin,mail_seeberg@bern.ch,Marktplatz 75,FR,3365
1414,Grasswil_admin,mail_grasswil@bern.ch,Piazza Riforma 43,FR,3365
1415,Bettenhausen_admin,mail_bettenhausen@bern.ch,Bahnhofstrasse 21,FR,3366
1416,Bollodingen_admin,mail_bollodingen@bern.ch,Marktgasse 56,IT,3366
1417,Ochlenberg_admin,mail_ochlenberg@bern.ch,Rue du Château 55,FR,3367
1418,Thörigen_admin,mail_thörigen@bern.ch,Piazza Riforma 31,DE,3367
1419,Bleienbach_admin,mail_bleienbach@bern.ch,Rue de l'hôpital 27,DE,3368
1420,Wanzwil_admin,mail_wanzwil@bern.ch,Hirschengraben 72,DE,3372
1421,Heimenhausen_admin,mail_heimenhausen@bern.ch,Place de l'hôtel 94,FR,3373
1422,Röthenbach_Herzogenbuchsee_admin,mail_röthenbach_herzogenbuchsee@bern.ch,Rue de l'hôpital 65,IT,3373
1423,Wangenried_admin,mail_wangenried@bern.ch,Winkelriedstrasse 73,DE,3374
1424,Inkwil_admin,mail_inkwil@bern.ch,Industriestrasse 71,FR,3375
1425,Graben_admin,mail_graben@bern.ch,Bahnhofstrasse 71,DE,3376
1426,Berken_admin,mail_berken@bern.ch,Hirschengraben 25,FR,3376
1427,Walliswil_b. Wangen_admin,mail_walliswil_b. wangen@bern.ch,Rue de la Croix-Rouge 92,FR,3377
1428,Walliswil_b. Niederbipp_admin,mail_walliswil_b. niederbipp@bern.ch,Hirschengraben 64,IT,3380
1429,Wangen_an der Aare_admin,mail_wangen_an der aare@bern.ch,Piazza Riforma 54,DE,3380
1430,Burgdorf_admin,mail_burgdorf@bern.ch,Piazza Riforma 60,FR,3400
1431,Heimiswil_admin,mail_heimiswil@bern.ch,Marktgasse 67,IT,3412
1432,Kaltacker_admin,mail_kaltacker@bern.ch,Marktplatz 13,IT,3413
1433,Oberburg_admin,mail_oberburg@bern.ch,Rue de la Croix-Rouge 58,FR,3414
1434,Schafhausen_im Emmental_admin,mail_schafhausen_im emmental@bern.ch,Bärenplatz 75,IT,3415
1435,Rüegsauschachen_admin,mail_rüegsauschachen@bern.ch,Marktgasse 51,DE,3415
1436,Hasle_b. Burgdorf_admin,mail_hasle_b. burgdorf@bern.ch,Rue du Château 61,IT,3415
1437,Affoltern_im Emmental_admin,mail_affoltern_im emmental@bern.ch,Werdstrasse 5,DE,3416
1438,Rüegsau_admin,mail_rüegsau@bern.ch,Tellstrasse 28,IT,3417
1439,Rüegsbach_admin,mail_rüegsbach@bern.ch,Place de l'hôtel 20,IT,3418
1440,Biembach_im Emmental_admin,mail_biembach_im emmental@bern.ch,Rue du Château 94,DE,3419
1441,Rüti_b. Lyssach_admin,mail_rüti_b. lyssach@bern.ch,Winkelriedstrasse 41,FR,3421
1442,Lyssach_admin,mail_lyssach@bern.ch,Rue de la Croix-Rouge 88,IT,3421
1443,Rüdtligen_admin,mail_rüdtligen@bern.ch,Usterstrasse 20,DE,3422
1444,Alchenflüh_admin,mail_alchenflüh@bern.ch,Place de l'hôtel 45,IT,3422
1445,Kirchberg_BE_admin,mail_kirchberg_be@bern.ch,Bärenplatz 18,FR,3422
1446,Ersigen_admin,mail_ersigen@bern.ch,Piazza Riforma 86,FR,3423
1447,Niederösch_admin,mail_niederösch@bern.ch,Piazza Riforma 14,FR,3424
1448,Oberösch_admin,mail_oberösch@bern.ch,Marktplatz 24,FR,3424
1449,Willadingen_admin,mail_willadingen@bern.ch,Place de l'hôtel 17,FR,3425
1450,Koppigen_admin,mail_koppigen@bern.ch,Tellstrasse 91,IT,3425
1451,Aefligen_admin,mail_aefligen@bern.ch,Morgartenstrasse 96,IT,3426
1452,Utzenstorf_admin,mail_utzenstorf@bern.ch,Tellstrasse 34,IT,3427
1453,Wiler_b. Utzenstorf_admin,mail_wiler_b. utzenstorf@bern.ch,Rue du Château 53,FR,3428
1454,Hellsau_admin,mail_hellsau@bern.ch,Morgartenstrasse 7,IT,3429
1455,Höchstetten_admin,mail_höchstetten@bern.ch,Rue de l'hôpital 85,FR,3429
1456,Lützelflüh-Goldbach_admin,mail_lützelflüh-goldbach@bern.ch,Piazza Riforma 44,FR,3432
1457,Schwanden_im Emmental_admin,mail_schwanden_im emmental@bern.ch,Werdstrasse 56,IT,3433
1458,Obergoldbach_admin,mail_obergoldbach@bern.ch,Rue de l'hôpital 4,DE,3434
1459,Ramsei_admin,mail_ramsei@bern.ch,Poststrasse 89,IT,3435
1460,Zollbrück_admin,mail_zollbrück@bern.ch,Place de l'hôtel 78,IT,3436
1461,Rüderswil_admin,mail_rüderswil@bern.ch,Winkelriedstrasse 48,DE,3437
1462,Lauperswil_admin,mail_lauperswil@bern.ch,Rue du Château 23,FR,3438
1463,Ranflüh_admin,mail_ranflüh@bern.ch,Bärenplatz 88,DE,3439
1464,Grünenmatt_admin,mail_grünenmatt@bern.ch,Rue de la Croix-Rouge 42,FR,3452
1465,Heimisbach_admin,mail_heimisbach@bern.ch,Winkelriedstrasse 48,DE,3453
1466,Sumiswald_admin,mail_sumiswald@bern.ch,Bahnhofstrasse 57,DE,3454
1467,Grünen_admin,mail_grünen@bern.ch,Rue du Château 5,FR,3455
1468,Trachselwald_admin,mail_trachselwald@bern.ch,Poststrasse 24,DE,3456
1469,Wasen_im Emmental_admin,mail_wasen_im emmental@bern.ch,Zürcherstrasse 71,DE,3457
1470,Weier_im Emmental_admin,mail_weier_im emmental@bern.ch,Winkelriedstrasse 70,IT,3462
1471,Häusernmoos_im Emmental_admin,mail_häusernmoos_im emmental@bern.ch,Tellstrasse 82,DE,3463
1472,Schmidigen-Mühleweg_admin,mail_schmidigen-mühleweg@bern.ch,Industriestrasse 3,FR,3464
1473,Dürrenroth_admin,mail_dürrenroth@bern.ch,Poststrasse 35,IT,3465
1474,Rumendingen_admin,mail_rumendingen@bern.ch,Rue du Château 99,FR,3472
1475,Wynigen_admin,mail_wynigen@bern.ch,Place de l'hôtel 68,DE,3472
1476,Alchenstorf_admin,mail_alchenstorf@bern.ch,Winkelriedstrasse 15,IT,3473
1477,Rüedisbach_admin,mail_rüedisbach@bern.ch,Rue de la Croix-Rouge 65,DE,3474
1478,Riedtwil_admin,mail_riedtwil@bern.ch,Piazza Riforma 5,FR,3475
1479,Hermiswil_admin,mail_hermiswil@bern.ch,Poststrasse 55,IT,3475
1480,Oschwand_admin,mail_oschwand@bern.ch,Werdstrasse 4,FR,3476
1481,Gysenstein_admin,mail_gysenstein@bern.ch,Poststrasse 18,DE,3503
1482,Niederhünigen_admin,mail_niederhünigen@bern.ch,Usterstrasse 41,DE,3504
1483,Oberhünigen_admin,mail_oberhünigen@bern.ch,Marktgasse 44,IT,3504
1484,Grosshöchstetten_admin,mail_grosshöchstetten@bern.ch,Tellstrasse 79,DE,3506
1485,Biglen_admin,mail_biglen@bern.ch,Bärenplatz 12,DE,3507
1486,Arni_BE_admin,mail_arni_be@bern.ch,Zürcherstrasse 65,DE,3508
1487,Freimettigen_admin,mail_freimettigen@bern.ch,Morgartenstrasse 41,DE,3510
1488,Häutligen_admin,mail_häutligen@bern.ch,Rue de l'hôpital 48,IT,3510
1489,Konolfingen_admin,mail_konolfingen@bern.ch,Piazza Riforma 12,FR,3510
1490,Walkringen_admin,mail_walkringen@bern.ch,Bärenplatz 39,FR,3512
1491,Bigenthal_admin,mail_bigenthal@bern.ch,Hirschengraben 12,IT,3513
1492,Oberthal_admin,mail_oberthal@bern.ch,Industriestrasse 46,FR,3531
1493,Mirchel_admin,mail_mirchel@bern.ch,Via Trevano 37,FR,3532
1494,Zäziwil_admin,mail_zäziwil@bern.ch,Rue de la Croix-Rouge 84,DE,3532
1495,Bowil_admin,mail_bowil@bern.ch,Morgartenstrasse 74,DE,3533
1496,Signau_admin,mail_signau@bern.ch,Rue du Château 66,DE,3534
1497,Schüpbach_admin,mail_schüpbach@bern.ch,Poststrasse 54,FR,3535
1498,Aeschau_admin,mail_aeschau@bern.ch,Werdstrasse 8,FR,3536
1499,Eggiwil_admin,mail_eggiwil@bern.ch,Bärenplatz 70,DE,3537
1500,Röthenbach_im Emmental_admin,mail_röthenbach_im emmental@bern.ch,Via Trevano 87,DE,3538
1501,Emmenmatt_admin,mail_emmenmatt@bern.ch,Morgartenstrasse 30,DE,3543
1502,Langnau_im Emmental_admin,mail_langnau_im emmental@bern.ch,Werdstrasse 7,FR,3550
1503,Oberfrittenbach_admin,mail_oberfrittenbach@bern.ch,Hirschengraben 2,IT,3551
1504,Bärau_admin,mail_bärau@bern.ch,Poststrasse 7,IT,3552
1505,Gohl_admin,mail_gohl@bern.ch,Zürcherstrasse 16,IT,3553
1506,Trubschachen_admin,mail_trubschachen@bern.ch,Marktgasse 72,DE,3555
1507,Trub_admin,mail_trub@bern.ch,Morgartenstrasse 48,FR,3556
